6.773920,16.472100
9.658200,6.924130
-4.342180,9.012670
-0.946399,4.285370
4.701910,-9.549720
-17.120400,1.496450
-14.969000,-4.680020
-6.202820,6.548850
-15.227000,-3.263770
-17.897300,2.907500
-5.110240,-17.668500
-8.003700,8.309200
-17.446200,-4.324140
19.754000,6.768900
-14.277700,5.038270
-3.241220,1.037100
3.959200,7.130900
1.961290,-12.737900
-4.242470,-4.373500
4.408590,-4.301230
13.819700,-2.685810
-4.044420,-14.227100
-7.050050,-8.777330
12.348600,0.037521
14.925600,-3.659670
6.854060,-6.771210
-14.584000,-11.339100
-13.207500,8.020650
-2.838180,12.823300
-11.801900,-10.327300
13.955100,-18.308000
-0.400193,12.944800
-5.052240,3.289940
3.675240,-18.175000
-8.708220,0.109879
-12.097400,11.146000
-1.034150,17.382700
0.782503,-20.022800
6.049130,-1.229040
-13.879400,-1.909440
-4.925840,-11.181300
8.364610,16.759400
-4.545230,6.767810
-12.247200,3.344420
7.113290,-15.486600
5.312280,-15.700600
13.624400,0.376563
-6.236530,13.231500
-11.024900,-2.219730
14.302500,10.432300
20.250800,7.223740
18.675700,-2.869470
13.465900,-9.962590
6.847700,16.435200
19.908400,6.498470
8.502900,17.194600
0.795387,-20.012400
6.551870,-21.146900
15.770800,-14.727800
24.558600,2.651210
19.159700,-8.407450
22.466400,-5.892230
15.783800,-14.973900
3.682850,-18.263500
25.848100,-3.968730
7.237660,-21.374300
6.799460,-21.290600
-3.886180,-13.994600
6.772340,-21.277100
21.664700,-20.365200
6.850200,-23.203200
21.699800,-20.525200
16.294300,-21.936100
21.701900,-20.381300
1.183880,-25.277100
11.090900,-26.269900
21.565500,-25.803600
14.600200,-27.642700
21.082400,-25.490400
14.729700,-27.535800
21.466200,-25.859100
14.482300,-27.685200
6.299510,-31.514900
6.998490,-25.759100
21.244600,-25.743700
18.954300,-30.211900
15.627000,-32.108600
6.295300,-31.485600
8.019660,-36.465700
26.610600,-30.695900
11.331600,-35.541500
0.318397,-40.218900
18.836100,-30.401700
11.781300,-40.068800
16.263800,-33.661700
1.079370,-33.705100
32.939700,-37.401800
4.992930,-41.122700
0.947935,-46.851700
-0.165350,-40.514100
0.407631,-40.612700
21.350400,-40.496700
1.103900,-25.307500
18.979900,-30.310500
28.142800,-43.656600
0.003833,-47.220300
38.381900,-45.731300
24.898000,-40.433600
25.214600,-40.354200
32.713100,-37.365500
39.857000,-42.381000
40.260200,-41.635100
35.861900,-45.462800
35.271800,-46.322500
45.625700,-54.741200
40.340000,-41.760600
31.467600,-45.122500
34.943800,-46.587700
40.078800,-41.804800
46.612000,-45.355500
34.776800,-34.444500
46.646300,-45.577200
47.203600,-56.986600
44.721300,-42.393500
46.630400,-45.557400
46.527700,-48.587500
40.613400,-51.723000
46.515900,-48.638900
54.632100,-60.352700
55.801300,-65.239600
46.742700,-57.329100
57.871700,-55.887200
55.850700,-65.490200
46.646200,-57.466600
62.454300,-65.704800
53.486800,-64.077000
62.889100,-62.068900
54.590900,-60.075000
53.513000,-63.880300
64.364700,-70.665800
63.810500,-66.118000
63.573300,-65.935700
64.658400,-70.514100
55.219000,-76.361700
67.433100,-71.227100
66.053700,-81.906500
67.327800,-71.139800
65.483300,-84.428300
64.961100,-96.190400
57.737400,-86.225500
55.770200,-80.893300
66.087900,-81.824300
62.653200,-86.167900
65.400600,-84.301900
62.556700,-89.337000
69.722800,-78.278300
65.699700,-84.199400
51.988300,-80.334400
64.979400,-96.402500
56.067100,-91.754700
52.265000,-92.056500
49.689600,-94.455400
58.980500,-100.050000
50.093300,-94.212300
46.249300,-98.221300
41.454300,-106.138000
54.648100,-107.677000
46.216000,-98.086800
47.098100,-109.709000
46.637900,-98.624500
46.559100,-115.837000
52.708900,-107.227000
37.974100,-112.688000
41.273900,-106.422000
46.618800,-115.795000
47.038100,-109.553000
47.001500,-118.470000
46.518700,-115.846000
40.365700,-107.659000
34.473900,-109.421000
42.855200,-116.937000
44.566100,-118.621000
33.822300,-109.033000
38.308100,-112.467000
